"row";"column";"CdSO4-fit";"CdS-fit"
5;69;0;1
5;70;0;1
5;71;0;1
5;72;0;1
5;73;0.076601;0.923399
5;74;0.0425114;0.957489
5;75;0.0184887;0.981511
5;76;0.0138016;0.986198
5;77;0.0108517;0.989148
5;78;0.00882659;0.991173
5;79;0.0248888;0.975111
5;80;0.0413001;0.9587
5;81;0.0410645;0.958935
5;82;0.0347006;0.965299
5;83;0.0356041;0.964396
5;84;0.0380759;0.961924
5;85;0.00666814;0.993332
5;86;0.00170257;0.998297
5;87;0.00866515;0.991335
5;88;0.0337251;0.966275
5;89;0.0636206;0.936379
5;90;0;1
5;91;0;1
5;92;0.00362293;0.996377
5;93;0;1
5;94;0.0100086;0.989991
5;95;0.0152921;0.984708
5;96;0.0183833;0.981617
5;97;0.0226138;0.977386
5;98;0.0229685;0.977032
5;99;0.0143875;0.985612
5;100;0.0106064;0.989394
5;101;0.0179374;0.982063
5;102;0.0343233;0.965677
5;103;0.0340219;0.965978
5;104;0.0183271;0.981673
5;105;0.0113419;0.988658
5;106;0;1
5;107;0;1
5;108;0;1
5;109;0.0198161;0.980184
5;110;0.0151756;0.984824
5;111;0.0219584;0.978042
5;112;0.030184;0.969816
5;113;0.0380719;0.961928
5;114;0.042101;0.957899
5;115;0.0473814;0.952619
5;116;0.0482892;0.951711
5;117;0.0470132;0.952987
5;118;0.047776;0.952224
5;119;0.0570641;0.942936
5;120;0.0458836;0.954116
5;121;0.0364419;0.963558
5;122;0.0298935;0.970107
5;123;0.0386202;0.96138
5;124;0.0384272;0.961573
5;125;0.0316501;0.96835
5;126;0.0246448;0.975355
5;127;0.0253656;0.974634
5;128;0.0150473;0.984953
5;129;0.017243;0.982757
5;130;0.0281405;0.97186
5;131;0.034642;0.965358
5;132;0.0444276;0.955572
5;133;0.0463404;0.95366
5;134;0.0401574;0.959843
5;135;0.0459446;0.954055
5;136;0;1
5;137;0;1
5;138;0;1
5;139;0;1
5;140;0;1
5;141;0;1
5;142;0.0308928;0.969107
5;143;0.0162464;0.983754
5;144;0;1
5;145;0;1
5;146;0.00710776;0.992892
5;147;0.00338698;0.996613
5;148;0;1
5;149;0;1
5;150;0;1
5;151;0.0196285;0.980372
5;152;0.0109034;0.989097
5;153;0.0028159;0.997184
5;154;0.0211736;0.978826
5;155;0.038774;0.961226
5;156;0.0492166;0.950783
5;157;0.0510577;0.948942
5;158;0.041649;0.958351
5;159;0.0293141;0.970686
5;160;0.0195903;0.98041
5;161;0.0239066;0.976093
5;162;0.025941;0.974059
5;163;0.0236406;0.976359
5;164;0.010029;0.989971
5;165;0.00920326;0.990797
5;166;0.00475718;0.995243
5;167;0.00695638;0.993044
5;168;0.00250726;0.997493
5;169;0.0146765;0.985323
5;170;0.00974844;0.990252
5;171;0.00895538;0.991045
5;172;0.0245608;0.975439
5;173;0.00486329;0.995137
5;174;0.0196759;0.980324
5;175;0.0477239;0.952276
5;176;0.0574841;0.942516
5;177;0.0517922;0.948208
5;178;0.0399127;0.960087
5;179;0.0564466;0.943553
5;180;0.0349168;0.965083
5;181;0;1
5;182;0.0129974;0.987003
5;183;0.0443227;0.955677
