273	13.12025
272	13.219
271	13.29175
270	13.369
269	13.45125
268	13.50475
267	13.54475
266	13.616
265	13.642
264	13.64075
263	13.72775
262	13.8135
261	13.87525
260	13.931
259	14.02525
258	14.1175
257	14.221
256	14.31025
255	14.36625
254	14.477
253	14.61025
252	14.78375
251	14.8885
250	15.05325
249	15.271
248	15.4735
247	15.67225
246	15.87425
245	16.13225
244	16.4035
243	16.70925
242	17.0355
241	17.3875
240	17.758
239	18.13975
238	18.53625
237	18.86425
236	19.20225
235	19.49975
234	19.86025
233	20.18
232	20.47875
231	20.819
230	21.168
229	21.48725
228	21.70725
227	21.9485
226	22.2275
225	22.4335
224	22.7555
223	23.01325
222	23.4005
221	23.82775
220	24.13225
219	24.65775
218	25.0225
217	25.42625
216	25.9865
215	26.44475
214	26.98775
213	27.74175
212	28.5055
211	29.4135
210	30.3455
209	31.5325
208	32.718
207	33.99575
206	35.752
205	37.069
204	38.1265
203	39.61125
202	41.30125
201	42.76075
200	43.59925
